;Destino;Pais;Descrição;Hospedagem;Passagem;Pais_pt;Pais_en;Currency;ISO Code
35;Ilha do Sol;Bolívia;Na mitologia inca, o sol teria nascido aqui, nas alturas do Lago Titicaca e na vizinhança de Copacabana – a deles. O Titicaca é o lago navegável mais alto do mundo. A boa por lá é entrar numa totora, barco a vela usado pelos incas para navegá-lo. Na Bolívia, em geral, as opções de hospedagem são bem modestas. Para ficar na Copacabana deles, o Utama, é um hotel simples, mas com bela vista para o lago, sauna e salão de jogos.;"<a href=""https://www.booking.com/searchresults.pt-br.html?aid=332455&amp;lang=pt-br&amp;sid=eedbe6de09e709d664615ac6f1b39a5d&amp;sb=1&amp;src=searchresults&amp;src_elem=sb&amp;error_url=https%3A%2F%2Fwww.booking.com%2Fsearchresults.pt-br.html%3Faid%3D332455%3Bsid%3Deedbe6de09e709d664615ac6f1b39a5d%3Bcity%3D900048832%3Bclass_interval%3D1%3Bdest_id%3D62%3Bdest_type%3Dcountry%3Bdtdisc%3D0%3Bfrom_sf%3D1%3Bgroup_adults%3D2%3Bgroup_children%3D0%3Binac%3D0%3Bindex_postcard%3D0%3Blabel_click%3Dundef%3Bno_rooms%3D1%3Boffset%3D0%3Bpostcard%3D0%3Braw_dest_type%3Dcountry%3Broom1%3DA%252CA%3Bsb_price_type%3Dtotal%3Bsearch_selected%3D1%3Bsrc%3Dsearchresults%3Bsrc_elem%3Dsb%3Bss%3DEquador%3Bss_all%3D0%3Bss_raw%3DEquador%3Bssb%3Dempty%3Bsshis%3D0%3Bssne_untouched%3DTorres%2520del%2520Paine%26%3B&amp;ss=Bol%C3%ADvia&amp;ssne=Equador&amp;ssne_untouched=Equador&amp;checkin_monthday=&amp;checkin_month=&amp;checkin_year=&amp;checkout_monthday=&amp;checkout_month=&amp;checkout_year=&amp;no_rooms=1&amp;group_adults=2&amp;group_children=0&amp;from_sf=1&amp;ss_raw=Bol%C3%ADvia&amp;ac_position=0&amp;ac_langcode=xb&amp;dest_id=26&amp;dest_type=country&amp;search_pageview_id=59b17a0b58cb0284&amp;search_selected=true&amp;search_pageview_id=59b17a0b58cb0284&amp;ac_suggestion_list_length=5&amp;ac_suggestion_theme_list_length=0"" rel=""noopener"" target=""_blank""><em>Busque hospedagens na Bolívia</em></a>";<em>Busque passagens aéreas para Copacabana</em>;Bolívia;Bolivia;Bolivian boliviano;BOB
36;Monte Roraima;Brasil;Uma das formações mais antigas e especiais da Terra, na fronteira com Venezuela e Guiana. Só é possível chegar ao Monte Roraima pela Venezuela. De Boa Vista, os viajantes seguem por terra, geralmente em vans, até a cidade venezuelana de Santa Elena de Uairén. Depois de trocar o veículo por um 4X4, a viagem segue até a aldeia de Paraitepuy, onde começa a caminhada.;"<a href=""https://www.booking.com/searchresults.pt-br.html?aid=332455&amp;lang=pt-br&amp;sid=eedbe6de09e709d664615ac6f1b39a5d&amp;sb=1&amp;src=searchresults&amp;src_elem=sb&amp;error_url=https%3A%2F%2Fwww.booking.com%2Fsearchresults.pt-br.html%3Faid%3D332455%3Bsid%3Deedbe6de09e709d664615ac6f1b39a5d%3Bclass_interval%3D1%3Bdest_id%3D26%3Bdest_type%3Dcountry%3Bdtdisc%3D0%3Bfrom_sf%3D1%3Bgroup_adults%3D2%3Bgroup_children%3D0%3Binac%3D0%3Bindex_postcard%3D0%3Blabel_click%3Dundef%3Bno_rooms%3D1%3Boffset%3D0%3Bpostcard%3D0%3Braw_dest_type%3Dcountry%3Broom1%3DA%252CA%3Bsb_price_type%3Dtotal%3Bsearch_selected%3D1%3Bsrc%3Dsearchresults%3Bsrc_elem%3Dsb%3Bss%3DBol%25C3%25ADvia%3Bss_all%3D0%3Bss_raw%3DBol%25C3%25ADvia%3Bssb%3Dempty%3Bsshis%3D0%3Bssne_untouched%3DEquador%26%3B&amp;ss=Venezuela&amp;ssne=Bol%C3%ADvia&amp;ssne_untouched=Bol%C3%ADvia&amp;checkin_monthday=&amp;checkin_month=&amp;checkin_year=&amp;checkout_monthday=&amp;checkout_month=&amp;checkout_year=&amp;no_rooms=1&amp;group_adults=2&amp;group_children=0&amp;from_sf=1&amp;ss_raw=Venezuela&amp;ac_position=0&amp;ac_langcode=xb&amp;dest_id=229&amp;dest_type=country&amp;search_pageview_id=de897a1e397d004b&amp;search_selected=true&amp;search_pageview_id=de897a1e397d004b&amp;ac_suggestion_list_length=5&amp;ac_suggestion_theme_list_length=0"" rel=""noopener"" target=""_blank""><em>Busque hospedagens na Venezuela</em></a>";<em>Busque passagens aéreas para Venezuela</em>;Brasil;Brazil;Brazilian real;BRL
37;Dalmácia;Croácia;"O azul-turquesa do Adriático e as ilhas rochosas que o sublinham já bastariam para garantir à região croata da Dalmácia um lugar nesta lista. Mas há ainda o bucolismo das cidades medievais, não tão calmas em julho e agosto, quando gente de toda a Europa faz da região um badalado destino de verão. Ilhas como Mljet, Vis e a cidade murada de Korcula são alguns dos lugares mais exclusivos da área. Mas nem por isso caros. Para curtir o verão à moda europeia e ao estilo Saint-Tropez, a escolha certa é Hvar, uma ilha cheia de iates pomposos e agito noturno. O<a href=""http://www.carpe-diem-hvar.com/"" rel=""noopener"" target=""_blank""> Carpe Diem</a> é um barzinho com píer que também funciona como balada. Hvar tem água cristalina e um mirante de 628 metros. Não perca o passeio nos táxis-lancha que saem de Hvar até as ilhotas de Jerolim e Stipanska – são ilhas de nudistas, mas recebem gente vestida numa boa.";"<a href=""https://www.booking.com/searchresults.pt-br.html?aid=332455&amp;lang=pt-br&amp;sid=eedbe6de09e709d664615ac6f1b39a5d&amp;sb=1&amp;src=searchresults&amp;src_elem=sb&amp;error_url=https%3A%2F%2Fwww.booking.com%2Fsearchresults.pt-br.html%3Faid%3D332455%3Bsid%3Deedbe6de09e709d664615ac6f1b39a5d%3Bclass_interval%3D1%3Bdest_id%3D229%3Bdest_type%3Dcountry%3Bdtdisc%3D0%3Bfrom_sf%3D1%3Bgroup_adults%3D2%3Bgroup_children%3D0%3Binac%3D0%3Bindex_postcard%3D0%3Blabel_click%3Dundef%3Bno_rooms%3D1%3Boffset%3D0%3Bpostcard%3D0%3Braw_dest_type%3Dcountry%3Broom1%3DA%252CA%3Bsb_price_type%3Dtotal%3Bsearch_selected%3D1%3Bsrc%3Dsearchresults%3Bsrc_elem%3Dsb%3Bss%3DVenezuela%3Bss_all%3D0%3Bss_raw%3DVenezuela%3Bssb%3Dempty%3Bsshis%3D0%3Bssne_untouched%3DBol%25C3%25ADvia%26%3B&amp;ss=Cro%C3%A1cia&amp;ssne=Venezuela&amp;ssne_untouched=Venezuela&amp;checkin_monthday=&amp;checkin_month=&amp;checkin_year=&amp;checkout_monthday=&amp;checkout_month=&amp;checkout_year=&amp;no_rooms=1&amp;group_adults=2&amp;group_children=0&amp;from_sf=1&amp;ss_raw=Cro%C3%A1cia+&amp;ac_position=0&amp;ac_langcode=xb&amp;dest_id=54&amp;dest_type=country&amp;search_pageview_id=773d7a4367970014&amp;search_selected=true&amp;search_pageview_id=773d7a4367970014&amp;ac_suggestion_list_length=5&amp;ac_suggestion_theme_list_length=0"" rel=""noopener"" target=""_blank""><em>Busque hospedagens na Croácia</em></a>";<em>Busque passagens aéreas para Croácia</em>;Croácia;Croatia;Croatian kuna;HRK
38;Alpes do Rhone;França;Belos vilarejos na porção mais baixa dos Alpes, na região de Grenoble. Um grande festival de voolivre acontece lá.;"<a href=""https://www.booking.com/searchresults.pt-br.html?aid=332455&amp;lang=pt-br&amp;sid=eedbe6de09e709d664615ac6f1b39a5d&amp;sb=1&amp;src=searchresults&amp;src_elem=sb&amp;error_url=https%3A%2F%2Fwww.booking.com%2Fsearchresults.pt-br.html%3Faid%3D332455%3Bsid%3Deedbe6de09e709d664615ac6f1b39a5d%3Bclass_interval%3D1%3Bdest_id%3D54%3Bdest_type%3Dcountry%3Bdtdisc%3D0%3Bfrom_sf%3D1%3Bgroup_adults%3D2%3Bgroup_children%3D0%3Binac%3D0%3Bindex_postcard%3D0%3Blabel_click%3Dundef%3Bno_rooms%3D1%3Boffset%3D0%3Bpostcard%3D0%3Braw_dest_type%3Dcountry%3Broom1%3DA%252CA%3Bsb_price_type%3Dtotal%3Bsearch_selected%3D1%3Bsrc%3Dsearchresults%3Bsrc_elem%3Dsb%3Bss%3DCro%25C3%25A1cia%3Bss_all%3D0%3Bss_raw%3DCro%25C3%25A1cia%3Bssb%3Dempty%3Bsshis%3D0%3Bssne_untouched%3DVenezuela%26%3B&amp;ss=Grenoble%2C+%E2%80%8BRh%C3%B4ne-Alpes%2C+%E2%80%8BFran%C3%A7a&amp;ssne=Cro%C3%A1cia&amp;ssne_untouched=Cro%C3%A1cia&amp;checkin_monthday=&amp;checkin_month=&amp;checkin_year=&amp;checkout_monthday=&amp;checkout_month=&amp;checkout_year=&amp;no_rooms=1&amp;group_adults=2&amp;group_children=0&amp;from_sf=1&amp;ss_raw=+Grenoble+&amp;ac_position=0&amp;ac_langcode=xb&amp;dest_id=-1430647&amp;dest_type=city&amp;search_pageview_id=a87e7a5cedcb0507&amp;search_selected=true&amp;search_pageview_id=a87e7a5cedcb0507&amp;ac_suggestion_list_length=5&amp;ac_suggestion_theme_list_length=0"" rel=""noopener"" target=""_blank""><em>Busque hospedagens em Grenoble </em></a>";<em>Busque passagens aéreas para Grenoble</em>;França;France;Euro;EUR
39;Monte Saint-Michel;França;Na costa da Normandia, a linda e famosa ilha do castelo solitário atrai mais de 2,5 milhões de visitantes por ano. Chegar lá é fácil. Uma vez em Paris, pegue um TGV por 2h30 até a cidade de Rennes. De lá saem os ônibus até Monte Saint-Michel, numa outra viagem de 1h30. Há quem vá e volte no mesmo dia, mas o aconselhável é pernoitar na pequena cidade. O entardecer na costa é mágico - e o Monte fica todo iluminado à noite. Há vários pequenos e confortáveis hotéis ali, como o Le Mouton Blanc, que fica ao pé de um mosteiro e com decoração medieval, com alguns quartos com vista para Saint-Michel. A melhor época para ir é de maio a outubro, quando o frio dá uma trégua.;"<a href=""https://www.booking.com/searchresults.pt-br.html?aid=332455&amp;lang=pt-br&amp;sid=eedbe6de09e709d664615ac6f1b39a5d&amp;sb=1&amp;src=index&amp;src_elem=sb&amp;error_url=https%3A%2F%2Fwww.booking.com%2Findex.pt-br.html%3Faid%3D332455%3Bsid%3Deedbe6de09e709d664615ac6f1b39a5d%3Bsb_price_type%3Dtotal%26%3B&amp;ss=Fran%C3%A7a&amp;checkin_monthday=&amp;checkin_month=&amp;checkin_year=&amp;checkout_monthday=&amp;checkout_month=&amp;checkout_year=&amp;no_rooms=1&amp;group_adults=2&amp;group_children=0&amp;from_sf=1&amp;ss_raw=Fran%C3%A7a+&amp;ac_position=0&amp;ac_langcode=xb&amp;dest_id=73&amp;dest_type=country&amp;search_pageview_id=cc727a7865d00116&amp;search_selected=true&amp;search_pageview_id=cc727a7865d00116&amp;ac_suggestion_list_length=5&amp;ac_suggestion_theme_list_length=0&amp;district_sel=0&amp;airport_sel=0&amp;landmark_sel=0"" rel=""noopener"" target=""_blank""><em>Busque hospedagens na</em> França</a>";<em>Busque passagens aéreas para Paris</em>;França;France;Euro;EUR
40;Cesky Krumlov;República Tcheca;Patrimônio Cultural da Unesco, a cidade de arquitetura barroca do século 13 parece ter saído de um conto de fadas. Se o plano é apreciar algo inusitado, há um marco da história da cerveja. A 27 quilômetros de Cesky Krumlov, pela estrada E39, na direção leste, fica Ceské Budejovice, onde desde o século 19 se produz a Budvar. A Taverna Budvar promove tours com degustação.;"<a href=""https://www.booking.com/searchresults.pt-br.html?aid=332455&amp;lang=pt-br&amp;sid=eedbe6de09e709d664615ac6f1b39a5d&amp;sb=1&amp;src=searchresults&amp;src_elem=sb&amp;error_url=https%3A%2F%2Fwww.booking.com%2Fsearchresults.pt-br.html%3Faid%3D332455%3Bsid%3Deedbe6de09e709d664615ac6f1b39a5d%3Bclass_interval%3D1%3Bdest_id%3D73%3Bdest_type%3Dcountry%3Bdtdisc%3D0%3Bfrom_sf%3D1%3Bgroup_adults%3D2%3Bgroup_children%3D0%3Binac%3D0%3Bindex_postcard%3D0%3Blabel_click%3Dundef%3Bno_rooms%3D1%3Boffset%3D0%3Bpostcard%3D0%3Braw_dest_type%3Dcountry%3Broom1%3DA%252CA%3Bsb_price_type%3Dtotal%3Bsearch_selected%3D1%3Bsrc%3Dindex%3Bsrc_elem%3Dsb%3Bss%3DFran%25C3%25A7a%3Bss_all%3D0%3Bss_raw%3DFran%25C3%25A7a%3Bssb%3Dempty%3Bsshis%3D0%26%3B&amp;ss=Rep%C3%BAblica+Tcheca&amp;ssne=Fran%C3%A7a&amp;ssne_untouched=Fran%C3%A7a&amp;checkin_monthday=&amp;checkin_month=&amp;checkin_year=&amp;checkout_monthday=&amp;checkout_month=&amp;checkout_year=&amp;no_rooms=1&amp;group_adults=2&amp;group_children=0&amp;from_sf=1&amp;ss_raw=Rep%C3%BAblica+Tcheca&amp;ac_position=0&amp;ac_langcode=xb&amp;dest_id=56&amp;dest_type=country&amp;search_pageview_id=a87e7a83ed77053c&amp;search_selected=true&amp;search_pageview_id=a87e7a83ed77053c&amp;ac_suggestion_list_length=2&amp;ac_suggestion_theme_list_length=0"" rel=""noopener"" target=""_blank""><em>Busque hospedagens na República Tcheca</em></a>";<em>Busque passagens aéreas para Praga</em>;República Tcheca;Czech Republic;Czech koruna;CZK
41;Edimburgo;Escócia;Dominada pelo castelo, a Atenas do Norte é terra de escritores, do grande festival de teatro e de noites regadas a uísque. Não deixe de visitar o exuberante Palácio de Holyroodhouse, residência oficial da rainha Elizabeth 2ª. Nos jardins do palácio estão as ruínas da abadia mais antiga da cidade, erguida em 1128. O curioso é o contraste das ruínas com o luxo da realeza.;"<a href=""https://www.booking.com/searchresults.pt-br.html?aid=332455&amp;lang=pt-br&amp;sid=eedbe6de09e709d664615ac6f1b39a5d&amp;sb=1&amp;src=searchresults&amp;src_elem=sb&amp;error_url=https%3A%2F%2Fwww.booking.com%2Fsearchresults.pt-br.html%3Faid%3D332455%3Bsid%3Deedbe6de09e709d664615ac6f1b39a5d%3Bclass_interval%3D1%3Bdest_id%3D56%3Bdest_type%3Dcountry%3Bdtdisc%3D0%3Bfrom_sf%3D1%3Bgroup_adults%3D2%3Bgroup_children%3D0%3Binac%3D0%3Bindex_postcard%3D0%3Blabel_click%3Dundef%3Bno_rooms%3D1%3Boffset%3D0%3Bpostcard%3D0%3Braw_dest_type%3Dcountry%3Broom1%3DA%252CA%3Bsb_price_type%3Dtotal%3Bsearch_selected%3D1%3Bsrc%3Dsearchresults%3Bsrc_elem%3Dsb%3Bss%3DRep%25C3%25BAblica%2520Tcheca%3Bss_all%3D0%3Bss_raw%3DRep%25C3%25BAblica%2520Tcheca%3Bssb%3Dempty%3Bsshis%3D0%3Bssne_untouched%3DFran%25C3%25A7a%26%3B&amp;ss=Edimburgo%2C+%E2%80%8BLothian%2C+%E2%80%8BReino+Unido&amp;ssne=Rep%C3%BAblica+Tcheca&amp;ssne_untouched=Rep%C3%BAblica+Tcheca&amp;checkin_monthday=&amp;checkin_month=&amp;checkin_year=&amp;checkout_monthday=&amp;checkout_month=&amp;checkout_year=&amp;no_rooms=1&amp;group_adults=2&amp;group_children=0&amp;from_sf=1&amp;ss_raw=Edimburgo&amp;ac_position=0&amp;ac_langcode=xb&amp;dest_id=-2595386&amp;dest_type=city&amp;search_pageview_id=cc727a90480c0259&amp;search_selected=true&amp;search_pageview_id=cc727a90480c0259&amp;ac_suggestion_list_length=5&amp;ac_suggestion_theme_list_length=0"" rel=""noopener"" target=""_blank""><em>Busque hospedagens em Edimburgo</em></a>";<em>Busque passagens aéreas para Edimburgo</em>;;;;
42;Londres;Inglaterra;Capital do império em que o sol não se punha, recuperou o cetro como polo criativo mundial sem deixar de ser monárquica. Os turistas costumam lotar a porta do Palácio de Buckingham, sede da monarquia inglesa, às 11h30 da manhã - horário em que acontece o procedimento de troca da guarda real. De maio ao fim de junho, a atividade acontece todos os dias. Nos outros meses, em dias alternados. Para os fãs da boa comida, o The Ledbury foi eleito o 10º melhor restaurante do mundo segundo a revista Restaurant, a mesma que dá a Alex Atala o sétimo lugar. O maior sucesso é o escalope assado com alho-poró e purê de algas. Fica em Notting Hill, que deve lembrar um filme que você já viu.;"<a href=""https://www.booking.com/searchresults.pt-br.html?aid=332455&amp;lang=pt-br&amp;sid=eedbe6de09e709d664615ac6f1b39a5d&amp;sb=1&amp;src=index&amp;src_elem=sb&amp;error_url=https%3A%2F%2Fwww.booking.com%2Findex.pt-br.html%3Faid%3D332455%3Bsid%3Deedbe6de09e709d664615ac6f1b39a5d%3Bsb_price_type%3Dtotal%26%3B&amp;ss=Londres%2C+%E2%80%8BGrande+Londres%2C+%E2%80%8BReino+Unido&amp;checkin_monthday=&amp;checkin_month=&amp;checkin_year=&amp;checkout_monthday=&amp;checkout_month=&amp;checkout_year=&amp;no_rooms=1&amp;group_adults=2&amp;group_children=0&amp;from_sf=1&amp;search_pageview_id=05077ab8657700cf&amp;ac_suggestion_list_length=5&amp;ac_suggestion_theme_list_length=0&amp;ac_position=0&amp;ac_langcode=xb&amp;dest_id=-2601889&amp;dest_type=city&amp;search_pageview_id=05077ab8657700cf&amp;search_selected=true&amp;ss_raw=+Londres+&amp;district_sel=0&amp;airport_sel=0&amp;landmark_sel=0"" rel=""noopener"" target=""_blank""><em>Busque hospedagens em Londres</em></a>";<em>Busque passagens aéreas para Londres</em>;Inglaterra;England;;
43;Veneza;Itália;"""Existe um nome em algum idioma que faça sonhar mais do que esse?"", perguntou o escritor Guy de Maupassant se referindo a Veneza. Não é preciso ter passado pela cidade para intuir a resposta. Mas tem certeza dela quem esteve por lá. Veneza inspirou, com seus edifícios, canais e palácios, escritores, cineastas, músicos, fotógrafos, casais e amantes. As ruas estreitas e labirínticas encantam e prendem a alma dos visitantes. Impossível passar ileso pela Praça e Basílica de São Marcos, não se emocionar ao ver pela primeira vez a Ponte dos Suspiros ou ignorar a Ponte de Rialto. Como não querer voltar a visitar, ou ver pela primeira vez, os palácios Ca’d’Oro e Grassi? E, o mais óbvio desejo dos jovens casais, navegar de gôndola pelos canais da Sereníssima, é possível conter? Muitos outros escritores, mesmerizados pela beleza de Veneza, reflexo de sua importância comercial na Idade Média e no Renascimento, escreveram sobre ela. O americano Truman Capote deu-lhe tintas contemporâneas: ""Veneza é como comer uma caixa inteira de bombons de uma só vez"".";"<a href=""https://www.booking.com/searchresults.pt-br.html?aid=332455&amp;lang=pt-br&amp;sid=eedbe6de09e709d664615ac6f1b39a5d&amp;sb=1&amp;src=searchresults&amp;src_elem=sb&amp;error_url=https%3A%2F%2Fwww.booking.com%2Fsearchresults.pt-br.html%3Faid%3D332455%3Bsid%3Deedbe6de09e709d664615ac6f1b39a5d%3Bclass_interval%3D1%3Bdest_id%3D-2601889%3Bdest_type%3Dcity%3Bdtdisc%3D0%3Bfrom_sf%3D1%3Bgroup_adults%3D2%3Bgroup_children%3D0%3Binac%3D0%3Bindex_postcard%3D0%3Blabel_click%3Dundef%3Bno_rooms%3D1%3Boffset%3D0%3Bpostcard%3D0%3Braw_dest_type%3Dcity%3Broom1%3DA%252CA%3Bsb_price_type%3Dtotal%3Bsearch_selected%3D1%3Bsrc%3Dindex%3Bsrc_elem%3Dsb%3Bss%3DLondres%252C%2520%25E2%2580%258BGrande%2520Londres%252C%2520%25E2%2580%258BReino%2520Unido%3Bss_all%3D0%3Bss_raw%3DLondres%3Bssb%3Dempty%3Bsshis%3D0%26%3B&amp;ss=Veneza%2C+%E2%80%8BVeneto%2C+%E2%80%8BIt%C3%A1lia&amp;ssne=Londres&amp;ssne_untouched=Londres&amp;city=-2601889&amp;checkin_monthday=&amp;checkin_month=&amp;checkin_year=&amp;checkout_monthday=&amp;checkout_month=&amp;checkout_year=&amp;no_rooms=1&amp;group_adults=2&amp;group_children=0&amp;from_sf=1&amp;ss_raw=Veneza+&amp;ac_position=0&amp;ac_langcode=xb&amp;dest_id=-132007&amp;dest_type=city&amp;search_pageview_id=05077abd69630077&amp;search_selected=true&amp;search_pageview_id=05077abd69630077&amp;ac_suggestion_list_length=5&amp;ac_suggestion_theme_list_length=0"" rel=""noopener"" target=""_blank""><em>Busque hospedagens em Veneza</em></a>";<em>Busque passagens aéreas para Veneza</em>;Itália;Italy;Euro;EUR
44;Svalbard;Noruega;O lugar habitado mais próximo do Polo Norte, santuário de belugas, narvais, morsas e ursos-polares. Se a ideia é curtir o sol da meia-noite, rume para lá entre 19 de abril e 23 de agosto. Se o seu barato é a noite polar, quando o sol não aparece, mas é época de aurora boreal, vá entre 28 de outubro e 14 de fevereiro. Tem quem diga que fevereiro é o mês mais belo, pois é quando o sol começa a reaparecer aos poucos.;"<a href=""https://www.booking.com/searchresults.pt-br.html?aid=332455&amp;lang=pt-br&amp;sid=eedbe6de09e709d664615ac6f1b39a5d&amp;sb=1&amp;src=searchresults&amp;src_elem=sb&amp;error_url=https%3A%2F%2Fwww.booking.com%2Fsearchresults.pt-br.html%3Faid%3D332455%3Bsid%3Deedbe6de09e709d664615ac6f1b39a5d%3Bcity%3D-2601889%3Bclass_interval%3D1%3Bdest_id%3D-132007%3Bdest_type%3Dcity%3Bdtdisc%3D0%3Bfrom_sf%3D1%3Bgroup_adults%3D2%3Bgroup_children%3D0%3Binac%3D0%3Bindex_postcard%3D0%3Blabel_click%3Dundef%3Bno_rooms%3D1%3Boffset%3D0%3Bpostcard%3D0%3Braw_dest_type%3Dcity%3Broom1%3DA%252CA%3Bsb_price_type%3Dtotal%3Bsearch_selected%3D1%3Bsrc%3Dsearchresults%3Bsrc_elem%3Dsb%3Bss%3DVeneza%252C%2520%25E2%2580%258BVeneto%252C%2520%25E2%2580%258BIt%25C3%25A1lia%3Bss_all%3D0%3Bss_raw%3DVeneza%3Bssb%3Dempty%3Bsshis%3D0%3Bssne_untouched%3DLondres%26%3B&amp;ss=Svalbard%2C+%E2%80%8BNoruega&amp;ssne=Veneza&amp;ssne_untouched=Veneza&amp;city=-132007&amp;checkin_monthday=&amp;checkin_month=&amp;checkin_year=&amp;checkout_monthday=&amp;checkout_month=&amp;checkout_year=&amp;no_rooms=1&amp;group_adults=2&amp;group_children=0&amp;from_sf=1&amp;ss_raw=Svalbard&amp;ac_position=0&amp;ac_langcode=xb&amp;dest_id=3613&amp;dest_type=region&amp;search_pageview_id=208b7acc22630177&amp;search_selected=true&amp;search_pageview_id=208b7acc22630177&amp;ac_suggestion_list_length=5&amp;ac_suggestion_theme_list_length=0"" rel=""noopener"" target=""_blank""><em>Busque hospedagens em Svalbard</em></a>";<em>Busque passagens para Svalbard</em>;Noruega;Norway;Norwegian krone;NOK
45;Rota Romântica;Alemanha;Castelos, cidades de brinquedo de armar, edificações romanas. A Alemanha lhe diz Willkommen!   O trecho na região da Bavária, que tem 350 quilômetros e liga as cidades de Wuzburg a Füssen, inspira por seus vilarejos, seus vinhedos e suas colinas. Os melhores são os castelos de Neuschwanstein, que inspirou Walt Disney a criar o da Cinderela, e o Hohenschwangau.;"<a href=""https://www.booking.com/searchresults.pt-br.html?aid=332455&amp;lang=pt-br&amp;sid=eedbe6de09e709d664615ac6f1b39a5d&amp;sb=1&amp;src=searchresults&amp;src_elem=sb&amp;error_url=https%3A%2F%2Fwww.booking.com%2Fsearchresults.pt-br.html%3Faid%3D332455%3Bsid%3Deedbe6de09e709d664615ac6f1b39a5d%3Bcity%3D-132007%3Bclass_interval%3D1%3Bdest_id%3D3613%3Bdest_type%3Dregion%3Bdtdisc%3D0%3Bfrom_sf%3D1%3Bgroup_adults%3D2%3Bgroup_children%3D0%3Binac%3D0%3Bindex_postcard%3D0%3Blabel_click%3Dundef%3Bno_rooms%3D1%3Boffset%3D0%3Bpostcard%3D0%3Braw_dest_type%3Dregion%3Broom1%3DA%252CA%3Bsb_price_type%3Dtotal%3Bsearch_selected%3D1%3Bsrc%3Dsearchresults%3Bsrc_elem%3Dsb%3Bss%3DSvalbard%252C%2520%25E2%2580%258BNoruega%3Bss_all%3D0%3Bss_raw%3DSvalbard%3Bssb%3Dempty%3Bsshis%3D0%3Bssne_untouched%3DVeneza%26%3B&amp;ss=Alemanha&amp;ssne=Svalbard&amp;ssne_untouched=Svalbard&amp;checkin_monthday=&amp;checkin_month=&amp;checkin_year=&amp;checkout_monthday=&amp;checkout_month=&amp;checkout_year=&amp;no_rooms=1&amp;group_adults=2&amp;group_children=0&amp;from_sf=1&amp;ss_raw=Alemanha&amp;ac_position=0&amp;ac_langcode=xb&amp;dest_id=80&amp;dest_type=country&amp;search_pageview_id=208b7add2cf200b9&amp;search_selected=true&amp;search_pageview_id=208b7add2cf200b9&amp;ac_suggestion_list_length=5&amp;ac_suggestion_theme_list_length=0"" rel=""noopener"" target=""_blank""><em>Busque hospedagens na Alemanha</em></a>";<em>Busque passagens aéreas para Alemanha</em>;Alemanha;Germany;Euro;EUR
