,carat,cut,color,clarity,depth,table,x,y,z,price_predict
309,1.3,Premium,I,VS2,62.7,58.0,6.97,6.9,4.35,7592.383066568645
310,0.71,Premium,I,VS2,62.8,59.0,5.67,5.64,3.55,4146.609213279798
311,1.21,Premium,I,VS2,61.6,61.0,6.86,6.8,4.21,7066.756546575431
312,1.31,Premium,I,VS2,60.4,59.0,7.16,7.05,4.29,7650.786013234558
313,0.9,Premium,I,VS2,61.6,58.0,6.15,6.09,3.77,5256.265199932139
314,1.25,Premium,I,VS2,62.2,57.0,6.92,6.84,4.28,7300.368333239081
315,2.05,Premium,I,VS2,62.5,59.0,8.07,8.12,5.06,11972.604066512093
316,1.57,Premium,I,VS2,62.5,58.0,7.5,7.42,4.66,9169.262626548287
317,1.22,Premium,I,VS2,62.9,58.0,6.8,6.75,4.26,7125.159493241343
318,0.61,Premium,I,VS2,61.8,56.0,5.44,5.41,3.35,3562.5797466206714
319,1.11,Premium,I,VS2,60.4,58.0,6.79,6.73,4.08,6482.727079916304
320,0.33,Premium,I,VS2,61.0,61.0,4.46,4.43,2.71,1927.2972399751175
321,1.2,Premium,I,VS2,62.2,61.0,6.74,6.73,4.19,7008.3535999095175
322,1.6,Premium,I,VS2,60.2,58.0,7.63,7.56,4.57,9344.471466546025
323,2.01,Premium,I,VS2,60.3,62.0,8.13,8.08,4.89,11738.992279848442
324,0.32,Premium,I,VS2,62.2,59.0,4.35,4.37,2.71,1868.8942933092048
325,1.09,Premium,I,VS2,61.3,58.0,6.63,6.58,4.05,6365.921186584479
326,1.7,Premium,I,VS2,61.3,59.0,7.69,7.59,4.68,9928.50093320515
327,1.7,Premium,I,VS2,61.7,59.0,7.63,7.68,4.72,9928.50093320515
328,1.2,Premium,I,VS2,62.3,57.0,6.79,6.74,4.22,7008.3535999095175
329,0.73,Ideal,H,IF,61.6,55.0,5.8,5.82,3.58,3059.497428512652
330,1.23,Ideal,H,IF,61.3,57.0,6.87,6.92,4.23,5155.0436124254265
331,0.31,Ideal,H,IF,62.1,54.0,4.33,4.37,2.7,1299.2386340259206
332,0.55,Ideal,H,IF,61.9,56.0,5.26,5.34,3.26,2305.100802304053
333,0.3,Ideal,H,IF,62.2,54.0,4.34,4.37,2.71,1257.327710347665
334,0.4,Ideal,H,IF,61.9,55.0,4.76,4.77,2.95,1676.4369471302202
335,0.56,Ideal,H,IF,61.3,56.0,5.32,5.35,3.27,2347.0117259823082
336,0.43,Ideal,H,IF,62.2,55.0,4.87,4.84,3.02,1802.1697181649865
337,0.55,Ideal,H,IF,61.5,55.0,5.25,5.29,3.25,2305.100802304053
338,0.35,Ideal,H,IF,61.7,56.0,4.53,4.55,2.8,1466.8823287389425
339,0.73,Ideal,H,IF,62.2,54.0,5.76,5.82,3.6,3059.497428512652
340,0.56,Ideal,H,IF,60.4,57.0,5.35,5.39,3.24,2347.0117259823082
341,0.47,Ideal,H,IF,62.4,57.0,4.97,5.0,3.11,1969.8134128780086
342,0.81,Ideal,H,IF,61.6,58.0,5.98,6.01,3.69,3394.784817938696
343,0.24,Ideal,H,IF,62.1,57.0,4.0,4.04,2.5,1005.862168278132
344,0.3,Ideal,H,IF,62.1,57.0,4.29,4.31,2.67,1257.327710347665
345,0.3,Ideal,H,IF,62.1,55.0,4.3,4.27,2.66,1257.327710347665
346,0.62,Ideal,H,IF,61.9,55.0,5.5,5.52,3.41,2598.4772680518413
347,0.32,Ideal,H,IF,62.0,55.0,4.39,4.42,2.73,1341.1495577041762
348,0.28,Ideal,H,IF,63.0,55.0,4.14,4.19,2.62,1173.5058629911541
349,1.0,Good,D,VS2,64.1,58.0,6.24,6.33,4.03,5158.882500368569
350,1.0,Good,D,VS2,62.8,61.0,6.31,6.34,3.97,5158.882500368569
351,0.4,Good,D,VS2,63.5,55.0,4.66,4.69,2.97,2063.5530001474276
352,0.7,Good,D,VS2,64.1,59.0,5.56,5.49,3.54,3611.217750257998
353,0.57,Good,D,VS2,58.3,61.0,5.42,5.45,3.17,2940.563025210084
354,0.53,Good,D,VS2,58.4,58.0,5.31,5.38,3.12,2734.2077251953415
355,0.51,Good,D,VS2,60.1,65.0,5.14,5.17,3.1,2631.03007518797
356,0.52,Good,D,VS2,63.4,56.0,5.09,5.16,3.25,2682.618900191656
357,0.33,Ideal,G,VVS2,60.1,57.0,4.48,4.51,2.7,1932.5030744905184
358,0.41,Ideal,G,VVS2,62.2,56.0,4.75,4.8,2.97,2400.9886683064015
359,0.33,Ideal,G,VVS2,62.5,54.0,4.41,4.45,2.77,1932.5030744905184
360,1.16,Ideal,G,VVS2,62.0,56.0,6.75,6.71,4.17,6793.041110330307
361,0.4,Ideal,G,VVS2,62.6,53.0,4.72,4.77,2.97,2342.4279690794165
362,0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,4157.809645115964
363,0.57,Ideal,G,VVS2,61.7,56.0,5.3,5.33,3.28,3337.959855938168
364,0.31,Ideal,G,VVS2,61.8,54.0,4.36,4.38,2.7,1815.3816760365476
365,1.0,Ideal,G,VVS2,60.8,57.0,6.45,6.47,3.93,5856.069922698541
366,0.6,Ideal,G,VVS2,61.4,59.0,5.37,5.41,3.31,3513.6419536191243
367,1.03,Ideal,G,VVS2,61.6,56.0,6.48,6.5,4.0,6031.7520203794975
368,0.31,Ideal,G,VVS2,60.8,56.0,4.41,4.44,2.69,1815.3816760365476
369,0.42,Ideal,G,VVS2,62.1,57.0,4.8,4.77,2.97,2459.549367533387
370,0.74,Ideal,G,VVS2,60.9,58.0,5.85,5.88,3.57,4333.49174279692
371,0.27,Ideal,G,VVS2,62.8,56.0,4.12,4.16,2.6,1581.138879128606
372,0.52,Ideal,G,VVS2,61.0,56.0,5.24,5.18,3.18,3045.1563598032412
373,0.6,Ideal,G,VVS2,62.0,57.0,5.41,5.46,3.37,3513.6419536191243
374,1.32,Ideal,G,VVS2,62.3,57.0,6.96,7.04,4.36,7730.012297962074
375,0.36,Ideal,G,VVS2,61.8,55.0,4.57,4.62,2.84,2108.1851721714747
376,0.32,Ideal,G,VVS2,61.2,56.0,4.42,4.41,2.7,1873.942375263533
377,0.34,Ideal,G,VVS2,61.1,57.0,4.48,4.52,2.75,1991.063773717504
378,1.35,Ideal,G,VVS2,61.5,55.0,7.11,7.16,4.39,7905.6943956430305
379,1.23,Ideal,G,VVS2,61.0,55.0,6.93,6.95,4.23,7202.966004919205
380,0.33,Ideal,G,VVS2,60.4,57.0,4.48,4.52,2.72,1932.5030744905184
381,0.51,Ideal,G,VVS2,61.5,57.0,5.18,5.13,3.17,2986.595660576256
382,0.3,Ideal,G,VVS2,62.9,55.0,4.31,4.28,2.7,1756.8209768095621
383,0.3,Ideal,G,VVS2,62.6,53.0,4.31,4.35,2.71,1756.8209768095621
384,0.5,Ideal,G,VVS2,61.0,56.0,5.13,5.14,3.13,2928.0349613492704
385,0.54,Ideal,G,VVS2,61.0,56.0,5.25,5.3,3.22,3162.277758257212
386,0.75,Ideal,G,VVS2,62.0,56.0,5.79,5.85,3.61,4392.052442023905
387,1.01,Ideal,G,VVS2,61.1,57.0,6.49,6.54,3.98,5914.630621925527
388,0.3,Ideal,G,VVS2,62.4,55.0,4.32,4.34,2.7,1756.8209768095621
389,0.32,Ideal,G,VVS2,61.4,55.0,4.4,4.43,2.71,1873.942375263533
390,1.28,Ideal,G,VVS2,61.2,54.0,7.03,7.06,4.31,7495.769501054132
391,0.24,Ideal,G,VVS2,61.2,56.0,3.99,4.02,2.45,1405.4567814476497
392,1.0,Ideal,G,VVS2,62.8,53.9,6.37,6.42,4.02,5856.069922698541
393,1.22,Ideal,G,VVS2,60.0,58.0,6.95,6.99,4.18,7144.405305692219
394,0.36,Ideal,G,VVS2,61.5,55.0,4.58,4.62,2.83,2108.1851721714747
395,1.09,Ideal,G,VVS2,61.8,56.0,6.58,6.62,4.08,6383.11621574141
396,0.29,Ideal,G,VVS2,60.7,54.0,4.33,4.37,2.64,1698.2602775825767
397,0.41,Ideal,G,VVS2,61.7,55.0,4.81,4.85,2.98,2400.9886683064015
398,0.71,Ideal,G,VVS2,61.7,57.0,5.72,5.74,3.53,4157.809645115964
399,0.7,Ideal,G,VVS2,60.8,56.0,5.75,5.79,3.51,4099.248945888979
400,0.32,Ideal,G,VVS2,61.5,57.0,4.43,4.39,2.71,1873.942375263533
401,1.12,Ideal,G,VVS2,61.6,55.0,6.68,6.74,4.13,6558.798313422366
402,0.71,Ideal,G,VVS2,62.5,57.0,5.7,5.73,3.57,4157.809645115964
403,1.06,Ideal,G,VVS2,61.6,56.3,6.53,6.56,4.03,6207.434118060453
404,0.52,Ideal,G,VVS2,61.7,55.0,5.21,5.23,3.22,3045.1563598032412
405,0.73,Ideal,G,VVS2,62.1,56.0,5.78,5.81,3.59,4274.931043569934
406,0.51,Ideal,G,VVS2,62.6,57.0,5.1,5.12,3.2,2986.595660576256
407,0.39,Ideal,G,VVS2,62.1,56.0,4.67,4.7,2.91,2283.867269852431
408,0.3,Ideal,G,VVS2,62.7,57.0,4.32,4.26,2.69,1756.8209768095621
409,0.35,Ideal,G,VVS2,61.0,57.0,4.58,4.54,2.78,2049.6244729444893
410,0.3,Ideal,G,VVS2,60.9,57.0,4.35,4.32,2.64,1756.8209768095621
411,0.25,Ideal,G,VVS2,62.1,57.0,4.01,4.07,2.5,1464.0174806746352
412,0.54,Ideal,G,VVS2,62.6,57.0,5.19,5.23,3.26,3162.277758257212
413,1.29,Ideal,G,VVS2,62.4,57.0,6.97,6.94,4.34,7554.330200281118
414,0.54,Ideal,G,VVS2,60.6,56.0,5.26,5.27,3.19,3162.277758257212
415,1.01,Ideal,G,VVS2,60.9,56.0,6.51,6.55,3.98,5914.630621925527
416,0.3,Ideal,G,VVS2,61.1,57.0,4.32,4.35,2.65,1756.8209768095621
417,1.23,Ideal,G,VVS2,62.7,56.0,6.81,6.84,4.28,7202.966004919205
418,1.07,Ideal,G,VVS2,62.4,55.6,6.48,6.55,4.07,6265.994817287439
419,1.51,Ideal,G,VVS2,60.5,56.0,7.45,7.42,4.5,8842.665583274797
420,0.58,Ideal,G,VVS2,61.9,57.0,5.36,5.33,3.31,3396.5205551651534
421,0.32,Ideal,G,VVS2,61.7,57.0,4.41,4.44,2.73,1873.942375263533
422,0.5,Ideal,G,VVS2,61.4,57.0,5.1,5.13,3.14,2928.0349613492704
423,1.71,Ideal,G,VVS2,62.1,55.0,7.63,7.66,4.75,10013.879567814505
424,0.76,Ideal,G,VVS2,62.0,56.0,5.86,5.88,3.64,4450.613141250891
425,0.54,Ideal,J,VVS2,61.6,57.0,5.25,5.23,3.23,2424.2806592341253
426,2.07,Ideal,J,VVS2,62.7,54.0,8.17,8.12,5.11,9293.07586039748
427,1.57,Ideal,J,VVS2,61.4,57.0,7.45,7.5,4.59,7048.371546291809
428,1.57,Ideal,J,VVS2,61.4,57.0,7.5,7.45,4.59,7048.371546291809
429,0.33,Ideal,D,VS2,61.9,53.0,4.49,4.46,2.77,1392.958668197475
430,0.53,Ideal,D,VS2,61.4,56.0,5.18,5.21,3.19,2237.176042862611
431,0.4,Ideal,D,VS2,61.3,57.0,4.77,4.75,2.92,1688.4347493302726
432,0.42,Ideal,D,VS2,62.4,55.0,4.82,4.8,3.0,1772.856486796786
433,0.3,Ideal,D,VS2,62.2,54.0,4.31,4.28,2.67,1266.3260619977043
434,0.32,Ideal,D,VS2,61.9,55.0,4.44,4.41,2.74,1350.747799464218
435,0.73,Ideal,D,VS2,61.4,56.0,5.81,5.78,3.56,3081.3934175277473
436,0.72,Ideal,D,VS2,62.6,58.0,5.7,5.73,3.58,3039.1825487944902
437,0.3,Ideal,D,VS2,61.5,55.0,4.35,4.3,2.66,1266.3260619977043
438,0.55,Ideal,D,VS2,58.5,58.0,5.42,5.39,3.16,2321.597780329125
439,0.51,Ideal,D,VS2,62.7,55.0,5.12,5.09,3.2,2152.7543053960976
440,0.3,Ideal,D,VS2,61.1,56.0,4.36,4.32,2.65,1266.3260619977043
441,0.56,Ideal,D,VS2,61.2,56.0,5.3,5.35,3.26,2363.808649062382
442,0.56,Ideal,D,VS2,61.9,57.0,5.26,5.3,3.27,2363.808649062382
443,0.41,Ideal,D,VS2,62.4,55.0,4.76,4.79,2.98,1730.6456180635291
444,1.01,Ideal,D,VS2,59.8,56.0,6.49,6.52,3.89,4263.297742058938
445,0.7,Ideal,D,VS2,61.6,58.0,5.66,5.7,3.5,2954.7608113279766
446,0.51,Ideal,D,VS2,61.2,55.0,5.17,5.13,3.15,2152.7543053960976
447,1.15,Ideal,D,VS2,58.5,57.0,6.96,6.93,4.06,4854.2499043245325
448,0.71,Ideal,D,VS2,60.4,57.0,5.77,5.82,3.5,2996.9716800612337
449,0.32,Ideal,D,VS2,61.5,56.0,4.41,4.44,2.72,1350.747799464218
450,0.33,Ideal,D,VS2,62.6,56.0,4.43,4.39,2.76,1392.958668197475
451,0.73,Ideal,D,VS2,62.3,54.0,5.77,5.8,3.6,3081.3934175277473
452,0.51,Ideal,D,VS2,60.9,56.0,5.19,5.16,3.15,2152.7543053960976
453,0.9,Ideal,D,VS2,63.0,57.0,6.14,6.09,3.85,3798.978185993113
454,0.51,Ideal,D,VS2,61.9,55.0,5.15,5.19,3.2,2152.7543053960976
455,0.42,Ideal,D,VS2,61.2,56.0,4.84,4.8,2.95,1772.856486796786
456,0.34,Ideal,D,VS2,60.6,57.0,4.51,4.53,2.74,1435.1695369307317
457,0.31,Ideal,D,VS2,62.5,56.0,4.36,4.34,2.72,1308.536930730961
458,1.21,Ideal,D,VS2,60.9,60.0,6.91,6.86,4.19,5107.515116724074
459,0.92,Ideal,D,VS2,61.4,56.0,6.26,6.28,3.85,3883.3999234596267
460,0.56,Ideal,D,VS2,60.6,56.0,5.33,5.37,3.24,2363.808649062382
461,0.36,Ideal,D,VS2,62.5,55.0,4.55,4.57,2.85,1519.5912743972451
462,0.51,Ideal,D,VS2,61.6,57.0,5.19,5.14,3.18,2152.7543053960976
463,0.38,Ideal,D,VS2,61.8,56.0,4.65,4.67,2.88,1604.013011863759
464,0.43,Ideal,D,VS2,61.3,55.0,4.84,4.88,2.98,1815.067355530043
465,0.43,Ideal,D,VS2,61.8,56.0,4.81,4.83,2.98,1815.067355530043
466,0.52,Ideal,D,VS2,61.9,55.0,5.19,5.21,3.22,2194.965174129354
467,0.51,Ideal,D,VS2,62.4,55.0,5.12,5.14,3.2,2152.7543053960976
468,0.54,Ideal,D,VS2,61.1,56.0,5.29,5.25,3.22,2279.386911595868
469,0.56,Ideal,D,VS2,60.9,56.0,5.35,5.32,3.25,2363.808649062382
470,0.54,Ideal,D,VS2,61.1,57.0,5.25,5.22,3.2,2279.386911595868
471,0.51,Ideal,D,VS2,61.1,56.0,5.16,5.2,3.17,2152.7543053960976
472,0.71,Ideal,D,VS2,61.2,55.0,5.74,5.78,3.53,2996.9716800612337
473,0.31,Ideal,D,VS2,59.4,56.0,4.45,4.4,2.63,1308.536930730961
474,0.36,Ideal,D,VS2,61.1,57.0,4.62,4.58,2.81,1519.5912743972451
475,0.32,Ideal,D,VS2,61.9,55.0,4.43,4.39,2.73,1350.747799464218
476,1.5,Ideal,D,VS2,62.6,56.0,7.21,7.27,4.53,6331.630309988522
477,0.5,Ideal,D,VS2,61.9,59.0,5.07,5.1,3.15,2110.5434366628406
478,0.37,Ideal,D,VS2,61.4,55.0,4.64,4.67,2.86,1561.802143130502
479,0.3,Ideal,D,VS2,61.8,55.0,4.27,4.3,2.65,1266.3260619977043
480,0.35,Ideal,D,VS2,61.6,56.0,4.56,4.53,2.8,1477.3804056639883
481,0.31,Ideal,D,VS2,62.0,55.0,4.38,4.36,2.71,1308.536930730961
482,0.3,Ideal,D,VS2,62.5,57.0,4.25,4.29,2.67,1266.3260619977043
483,0.61,Ideal,D,VS2,61.0,57.0,5.45,5.47,3.33,2574.8629927286656
484,0.74,Ideal,D,VS2,61.4,58.0,5.8,5.83,3.57,3123.604286261004
485,0.28,Ideal,D,VS2,62.4,57.0,4.2,4.16,2.61,1181.904324531191
486,0.41,Ideal,D,VS2,62.2,57.0,4.76,4.72,2.95,1730.6456180635291
487,0.4,Ideal,D,VS2,61.3,56.0,4.74,4.79,2.92,1688.4347493302726
488,0.37,Ideal,D,VS2,61.3,56.0,4.6,4.64,2.83,1561.802143130502
489,0.77,Ideal,D,VS2,61.3,56.0,5.87,5.9,3.61,3250.2368924607745
490,0.32,Ideal,D,VS2,62.6,55.0,4.39,4.37,2.74,1350.747799464218
491,0.53,Ideal,D,VS2,60.2,57.0,5.24,5.26,3.16,2237.176042862611
492,0.59,Ideal,D,VS2,60.9,57.0,5.42,5.48,3.32,2490.4412552621516
493,0.5,Ideal,D,VS2,61.7,56.0,5.12,5.14,3.16,2110.5434366628406
494,0.54,Ideal,D,VS2,61.9,55.0,5.24,5.23,3.24,2279.386911595868
495,0.31,Ideal,D,VS2,61.2,55.0,4.38,4.35,2.67,1308.536930730961
496,0.3,Ideal,D,VS2,61.0,55.0,4.38,4.34,2.66,1266.3260619977043
497,0.3,Ideal,D,VS2,61.0,55.0,4.36,4.33,2.65,1266.3260619977043
498,0.31,Ideal,D,VS2,60.8,56.0,4.39,4.42,2.68,1308.536930730961
499,0.4,Ideal,D,VS2,61.7,56.0,4.72,4.74,2.92,1688.4347493302726
500,0.61,Ideal,D,VS2,61.0,57.0,5.49,5.53,3.36,2574.8629927286656
501,0.3,Ideal,D,VS2,61.9,57.0,4.29,4.33,2.67,1266.3260619977043
502,1.16,Ideal,D,VS2,62.1,57.0,6.7,6.73,4.17,4896.46077305779
503,0.52,Ideal,D,VS2,61.8,55.0,5.19,5.16,3.2,2194.965174129354
504,0.3,Ideal,D,VS2,61.1,56.0,4.32,4.36,2.65,1266.3260619977043
505,0.79,Ideal,D,VS2,61.3,57.0,5.95,6.0,3.66,3334.658629927288
506,0.34,Ideal,D,VS2,62.1,55.0,4.49,4.46,2.78,1435.1695369307317
507,0.51,Ideal,D,VS2,61.9,57.0,5.15,5.09,3.17,2152.7543053960976
508,0.36,Ideal,D,VS2,61.5,57.0,4.56,4.58,2.81,1519.5912743972451
509,0.51,Fair,D,VS2,64.4,54.0,5.06,5.03,3.25,2795.658146964856
510,0.9,Fair,D,VS2,57.5,66.0,6.3,6.25,3.61,4933.5143769968045
511,0.9,Fair,D,VS2,57.4,65.0,6.26,6.29,3.6,4933.5143769968045
512,0.51,Ideal,E,SI1,62.4,55.0,5.09,5.14,3.19,2195.1846074844375
513,0.82,Ideal,E,SI1,62.1,55.0,5.98,6.0,3.72,3529.512506151448
514,0.7,Ideal,E,SI1,62.5,57.0,5.7,5.72,3.57,3012.9984808609925
515,0.34,Ideal,E,SI1,62.9,56.0,4.48,4.45,2.81,1463.456404989625
516,0.31,Ideal,E,SI1,61.1,55.0,4.36,4.41,2.68,1334.327898667011
517,0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,3012.9984808609925
518,0.33,Ideal,E,SI1,59.6,57.0,4.49,4.53,2.69,1420.4135695487537
519,0.31,Ideal,E,SI1,62.7,54.0,4.36,4.35,2.73,1334.327898667011
520,0.8,Ideal,E,SI1,61.5,58.0,5.96,6.0,3.68,3443.426835269706
521,0.34,Ideal,E,SI1,62.2,54.0,4.47,4.5,2.79,1463.456404989625
522,0.54,Ideal,E,SI1,61.3,56.0,5.22,5.25,3.21,2324.3131138070516
523,0.91,Ideal,E,SI1,61.2,58.0,6.24,6.3,3.84,3916.8980251192907
524,0.83,Ideal,E,SI1,61.5,55.0,6.05,6.08,3.73,3572.5553415923196
525,1.0,Ideal,E,SI1,61.6,57.0,6.37,6.45,3.95,4304.283544087132
526,0.44,Ideal,E,SI1,61.1,56.0,4.92,4.9,3.0,1893.8847593983382
527,0.41,Ideal,E,SI1,62.9,57.0,4.76,4.72,2.98,1764.756253075724
528,1.0,Ideal,E,SI1,61.6,55.0,6.45,6.43,3.97,4304.283544087132
529,0.51,Ideal,E,SI1,62.1,55.0,5.09,5.15,3.18,2195.1846074844375
530,1.07,Ideal,E,SI1,60.4,57.0,6.62,6.56,3.98,4605.583392173232
531,0.56,Ideal,E,SI1,62.7,57.0,5.27,5.23,3.29,2410.3987846887944
532,1.5,Ideal,E,SI1,62.6,56.0,7.27,7.3,4.56,6456.425316130699
533,0.8,Ideal,E,SI1,61.1,56.0,5.98,6.01,3.66,3443.426835269706
534,1.58,Ideal,E,SI1,61.0,57.0,7.5,7.55,4.59,6800.767999657669
535,0.71,Ideal,E,SI1,60.8,57.0,5.8,5.84,3.54,3056.041316301864
536,0.39,Ideal,E,SI1,61.1,55.0,4.74,4.75,2.9,1678.6705821939815
537,0.7,Ideal,E,SI1,62.8,56.0,5.69,5.72,3.58,3012.9984808609925
538,0.53,Ideal,E,SI1,60.6,57.0,5.27,5.23,3.18,2281.2702783661803
539,0.42,Ideal,E,SI1,61.3,57.0,4.79,4.81,2.94,1807.7990885165955
540,0.34,Ideal,E,SI1,63.0,55.0,4.47,4.42,2.8,1463.456404989625
541,0.75,Ideal,E,SI1,62.1,55.0,5.81,5.85,3.62,3228.2126580653494
542,0.33,Ideal,E,SI1,59.6,57.0,4.53,4.49,2.69,1420.4135695487537
543,0.52,Ideal,E,SI1,60.1,59.0,5.18,5.23,3.13,2238.227442925309
544,0.75,Ideal,E,SI1,61.4,57.0,5.82,5.87,3.59,3228.2126580653494
545,0.59,Ideal,E,SI1,62.9,57.0,5.36,5.33,3.36,2539.5272910114077
546,0.51,Ideal,E,SI1,62.3,56.0,5.15,5.12,3.2,2195.1846074844375
547,0.85,Ideal,E,SI1,61.8,54.0,6.1,6.14,3.78,3658.6410124740623
548,0.42,Ideal,E,SI1,62.6,57.0,4.81,4.84,3.02,1807.7990885165955
549,0.55,Ideal,E,SI1,61.7,57.0,5.27,5.23,3.24,2367.355949247923
550,0.34,Ideal,E,SI1,62.9,55.0,4.5,4.47,2.82,1463.456404989625
551,0.82,Ideal,E,SI1,61.8,55.0,5.97,6.01,3.7,3529.512506151448
552,0.5,Ideal,E,SI1,61.9,55.0,5.18,5.12,3.19,2152.141772043566
553,0.7,Ideal,E,SI1,62.8,55.0,5.65,5.69,3.56,3012.9984808609925
554,0.31,Ideal,E,SI1,61.8,53.9,4.32,4.35,2.68,1334.327898667011
555,0.55,Ideal,E,SI1,60.7,57.0,5.3,5.27,3.21,2367.355949247923
556,1.16,Ideal,E,SI1,61.9,57.0,6.72,6.76,4.17,4992.9689111410735
557,0.71,Ideal,E,SI1,61.3,55.0,5.72,5.77,3.52,3056.041316301864
558,0.53,Ideal,E,SI1,61.2,54.0,5.21,5.25,3.2,2281.2702783661803
559,0.72,Ideal,E,SI1,62.3,57.0,5.7,5.76,3.57,3099.0841517427352
560,0.32,Ideal,E,SI1,61.6,54.0,4.42,4.45,2.73,1377.3707341078823
561,0.56,Ideal,E,SI1,61.7,56.0,5.33,5.3,3.28,2410.3987846887944
562,0.72,Ideal,E,SI1,62.0,57.0,5.7,5.75,3.55,3099.0841517427352
563,0.31,Ideal,E,SI1,60.1,57.0,4.36,4.39,2.63,1334.327898667011
564,0.72,Ideal,E,SI1,62.0,57.0,5.72,5.66,3.53,3099.0841517427352
565,0.51,Ideal,E,SI1,61.7,55.0,5.13,5.17,3.18,2195.1846074844375
566,1.53,Ideal,E,SI1,62.3,54.2,7.35,7.38,4.59,6585.553822453312
567,0.36,Ideal,E,SI1,61.6,56.0,4.56,4.59,2.82,1549.5420758713676
568,0.75,Ideal,E,SI1,61.4,56.0,5.83,5.89,3.6,3228.2126580653494
569,0.5,Ideal,E,SI1,63.0,56.0,5.13,5.06,3.21,2152.141772043566
570,1.74,Ideal,E,SI1,62.2,56.0,7.72,7.67,4.79,7489.45336671161
571,0.51,Ideal,E,SI1,61.7,56.0,5.13,5.17,3.18,2195.1846074844375
572,0.71,Ideal,E,SI1,61.8,57.0,5.72,5.76,3.55,3056.041316301864
573,0.5,Ideal,E,SI1,60.6,59.0,5.13,5.16,3.12,2152.141772043566
574,0.55,Ideal,E,SI1,60.8,56.0,5.31,5.34,3.24,2367.355949247923
575,0.52,Ideal,E,SI1,60.7,55.0,5.23,5.22,3.18,2238.227442925309
576,1.09,Ideal,E,SI1,61.1,55.0,6.7,6.66,4.08,4691.669063054975
577,0.7,Ideal,E,SI1,61.6,57.0,5.71,5.76,3.53,3012.9984808609925
578,0.34,Ideal,E,SI1,61.2,57.0,4.48,4.51,2.75,1463.456404989625
579,0.3,Ideal,E,SI1,61.9,57.0,4.29,4.33,2.67,1291.2850632261395
580,0.74,Ideal,E,SI1,61.6,54.0,5.82,5.9,3.61,3185.169822624478
581,0.42,Ideal,E,SI1,61.5,55.0,4.82,4.9,2.99,1807.7990885165955
582,0.92,Ideal,E,SI1,61.4,55.0,6.29,6.25,3.85,3959.9408605601616
583,0.3,Good,I,SI1,63.2,55.0,4.25,4.29,2.7,1387.4851367419744
584,2.09,Good,I,SI1,57.9,63.0,8.37,8.46,4.87,9666.146452635756
585,1.51,Good,I,SI1,63.9,63.0,7.2,7.17,4.59,6983.675188267939
586,1.7,Good,I,SI1,59.3,58.0,7.72,7.77,4.59,7862.415774871189
587,1.52,Good,I,SI1,64.0,58.0,7.2,7.27,4.63,7029.9246928260045
588,0.7,Good,I,SI1,61.6,63.0,5.59,5.68,3.47,3237.4653190646072
589,1.0,Good,I,SI1,57.6,61.0,6.56,6.52,3.77,4624.950455806582
590,1.2,Good,I,SI1,65.0,59.0,6.51,6.57,4.25,5549.940546967898
591,0.32,Good,I,SI1,63.5,57.0,4.3,4.33,2.74,1479.9841458581063
592,0.31,Good,I,SI1,64.3,55.0,4.27,4.29,2.75,1433.7346413000403
593,0.3,Good,I,SI1,63.3,59.0,4.22,4.25,2.68,1387.4851367419744
594,0.52,Good,I,SI1,63.6,60.0,5.1,5.05,3.23,2404.9742370194226
595,0.41,Good,I,SI1,63.8,57.0,4.7,4.67,2.99,1896.2296868806984
596,1.5,Good,I,SI1,62.9,60.0,7.12,7.16,4.49,6937.425683709873
597,0.7,Good,I,SI1,63.5,59.0,5.62,5.65,3.58,3237.4653190646072
598,2.06,Good,I,SI1,59.0,64.0,8.39,8.13,4.89,9527.39793896156
599,2.66,Good,H,SI2,64.3,60.0,8.71,8.65,5.58,12691.040994988829
600,1.0,Good,H,SI2,63.9,55.0,6.41,6.34,4.07,4771.068043228883
601,1.02,Good,H,SI2,63.7,58.0,6.28,6.24,3.99,4866.4894040934605
602,1.02,Good,H,SI2,58.6,64.0,6.32,6.26,3.68,4866.4894040934605
603,1.02,Good,H,SI2,57.9,61.0,6.75,6.68,3.89,4866.4894040934605
604,1.28,Good,H,SI2,56.8,62.0,7.22,7.16,4.08,6106.96709533297
605,1.01,Good,H,SI2,63.5,60.0,6.23,6.31,3.98,4818.778723661171
606,0.96,Good,H,SI2,56.7,62.0,6.51,6.39,3.66,4580.225321499727
607,1.5,Good,H,SI2,59.8,61.0,7.39,7.49,4.45,7156.602064843324
608,0.9,Good,H,SI2,64.1,58.0,6.05,6.02,3.87,4293.961238905995
609,0.83,Good,H,SI2,63.9,56.0,5.99,5.93,3.81,3959.9864758799727
610,1.5,Good,H,SI2,63.6,60.0,7.3,7.23,4.63,7156.602064843324
611,1.17,Good,H,SI2,63.8,58.0,6.57,6.73,4.24,5582.149610577792
612,1.2,Good,H,SI2,64.1,57.0,6.68,6.65,4.27,5725.2816518746595
613,0.9,Good,H,SI2,60.4,61.0,6.14,6.22,3.73,4293.961238905995
614,1.02,Good,H,SI2,60.3,63.0,6.45,6.49,3.9,4866.4894040934605
615,0.8,Good,H,SI2,58.4,61.0,6.02,6.06,3.53,3816.8544345831065
616,0.92,Premium,F,SI1,61.8,59.0,6.21,6.25,3.85,4440.228049012766
